ideology,religion,risk_seeking,expend_total,seems_fun,enjoy_thinking,self_control,risk_aversion,gender,age,marital,employment,urban,education,income,white,black,hispanic,income_delta,expend_delta,overconfidence,lottery_payout,happiness,financial_literacy,financial_numeracy,gamblers_fallacy,non_belief_lln,ev_miscalculation,income_effects_delta_pct,state,expenditures_share_income,education_5,education_10,education_15,education_20
Slightly Conservative,1.0,-3,0.0,-2,2,-1,Average financial risks expecting to earn average returns.,Male,58.0,Married,0.0,Non-Metro Area,18.0,92.5,1.0,0.0,0.0,-7.5,0.0,0.0,0.45,5.0,1.0,1.0,0.0,0.22703333,0.25,0.0,MI,0.0,1,1,1,0
Liberal,0.0,-4,1.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,33.0,0.0,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,-7.5,0.0,-0.1,0.05,2.0,0.6,1.0,0.0,0.0387,1.0,2.5,MI,0.01818181818181818,1,1,1,0
Moderate,0.0,-4,5.0,1,2,0 - The right amount,No financial risks.,Female,39.0,0.0,1.0,Metro Area,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.8,1.0,0.0,0.5937,0.0,2.5,MI,0.1111111111111111,1,1,0,0
Moderate,0.0,-3,0.0,0 - Neutral,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,42.0,Married,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,1.0,1.0,0.0,0.058633335,0.0,0.0,MI,0.0,1,1,0,0
Slightly Liberal,1.0,-6,2.0,0 - Neutral,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,28.0,0.0,1.0,Metro Area,14.0,45.0,1.0,0.0,0.0,7.5,0.0,0.0,0.15,0.0,0.6,0.0,0.0,0.42703333,1.0,0.0,MI,0.044444444444444446,1,1,0,0
Extremely Liberal,0.0,-6,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,27.0,0.0,0.0,Non-Metro Area,16.0,12.5,1.0,0.0,0.0,-50.0,0.0,0.0,0.05,-8.0,1.0,0.6666667,0.0,0.42703333,0.75,0.0,MI,0.0,1,1,1,0
Slightly Liberal,1.0,-5,0.0,1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,30.0,Married,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,2.5,0.0,0.3,0.25,0.0,1.0,0.6666667,0.0,0.42703333,0.25,0.0,MI,0.0,1,1,1,0
Moderate,0.0,-5,2.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,21.0,Married,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,7.5,-2.5,0.3,0.45,-3.0,0.4,0.6666667,1.0,0.4537,0.5,-2.5,MI,0.044444444444444446,1,1,0,0
Liberal,0.0,-4,20.0,2,2,1,Average financial risks expecting to earn average returns.,Female,36.0,0.0,0.0,Non-Metro Area,12.0,32.5,1.0,0.0,0.0,2.5,0.0,0.1,0.05,-5.0,1.0,0.6666667,0.0,0.42703333,0.5,0.0,MI,0.6153846153846154,1,1,0,0
Liberal,1.0,-5,1.0,1,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,64.0,Married,0.0,Metro Area,16.0,67.5,1.0,0.0,0.0,-7.5,-37.5,-0.1,0.55,-4.0,1.0,0.6666667,0.0,0.42703333,1.0,-7.5,MI,0.014814814814814815,1,1,1,0
Conservative,1.0,-4,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,No financial risks.,Male,62.0,Married,1.0,Non-Metro Area,13.0,55.0,1.0,0.0,0.0,-17.5,0.0,-0.1,0.15,-4.0,1.0,0.6666667,0.33333334,0.12703334,0.0,0.0,MI,0.0,1,1,0,0
Liberal,0.0,-4,0.0,-2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,49.0,Married,1.0,Non-Metro Area,14.0,92.5,1.0,0.0,0.0,7.5,0.0,0.0,0.25,2.0,1.0,1.0,0.0,0.42703333,0.0,0.0,MI,0.0,1,1,0,0
Slightly Liberal,1.0,-3,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,26.0,0.0,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,7.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.5937,0.25,0.0,MI,0.0,1,1,1,0
Liberal,1.0,-4,20.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,53.0,0.0,1.0,Metro Area,12.0,45.0,1.0,0.0,0.0,-17.5,-2.5,0.0,0.05,5.0,0.8,0.33333334,0.6666667,0.5270333,1.0,0.0,MI,0.4444444444444444,1,1,0,0
Conservative,0.0,-3,5.0,2,2,0 - The right amount,No financial risks.,Male,84.0,Married,0.0,Metro Area,16.0,27.5,1.0,0.0,0.0,2.5,-2.5,0.0,0.25,0.0,0.8,0.6666667,0.0,0.42703333,0.25,0.0,MI,0.18181818181818182,1,1,1,0
Liberal,0.0,-3,0.0,0 - Neutral,0 - Neutral,-1,Average financial risks expecting to earn average returns.,Male,40.0,Married,1.0,Metro Area,16.0,45.0,1.0,0.0,0.0,2.5,0.0,0.0,0.15,0.0,1.0,0.33333334,0.0,0.5270333,0.25,0.0,MI,0.0,1,1,1,0
Moderate,0.0,-6,3.0,2,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,58.0,0.0,0.0,Metro Area,13.0,7.5,1.0,0.0,0.0,0.0,2.5,-0.1,0.15,5.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,MI,0.4,1,1,0,0
Liberal,0.0,-2,3.0,-3 - Strongly Disagree,-2,-3 - Far too little,No financial risks.,Female,46.0,Married,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,-7.5,0.0,0.0,0.15,0.0,0.8,1.0,0.0,0.42703333,0.5,0.0,MI,0.044444444444444446,1,1,0,0
Moderate,0.0,-5,50.0,2,2,1,Above-average financial risks expecting to earn above-average returns.,Female,51.0,Married,1.0,Non-Metro Area,12.0,80.0,1.0,0.0,0.0,0.0,0.0,0.1,0.75,0.0,0.6,0.6666667,0.6666667,0.42703333,1.0,2.5,MI,0.625,1,1,0,0
Slightly Liberal,0.0,-4,40.0,3 - Strongly Agree,1,-1,Average financial risks expecting to earn average returns.,Male,36.0,Married,1.0,Metro Area,13.0,92.5,1.0,0.0,0.0,7.5,2.5,0.0,0.25,2.0,0.8,0.6666667,0.0,0.42703333,1.0,17.5,MI,0.43243243243243246,1,1,0,0
Conservative,0.0,-3,0.0,1,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,57.0,Married,1.0,Metro Area,16.0,92.5,1.0,0.0,0.0,2.5,-50.0,0.0,0.55,5.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,MI,0.0,1,1,1,0
Conservative,1.0,-7 - Very willing,30.0,2,2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Female,43.0,Married,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,-0.5,1.0,1.0,1.0,0.6088397,1.0,0.0,MI,0.26666666666666666,1,1,1,0
Conservative,1.0,-5,0.0,-1,-2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,27.0,Married,1.0,Non-Metro Area,16.0,45.0,1.0,0.0,0.0,-7.5,0.0,0.0,0.05,-1.0,1.0,1.0,0.0,0.42703333,0.0,0.0,MI,0.0,1,1,1,0
Conservative,1.0,-3,50.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,76.0,0.0,0.0,Non-Metro Area,13.0,22.5,1.0,0.0,0.0,2.5,2.5,-0.1,0.55,0.0,0.8,0.6666667,0.33333334,0.42703333,0.25,,MI,2.2222222222222223,1,1,0,0
Liberal,1.0,-5,10.0,2,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,22.0,0.0,1.0,Metro Area,16.0,27.5,0.0,1.0,0.0,-2.5,50.0,-0.1,0.25,7.0,0.8,1.0,0.0,0.42703333,0.25,-37.5,MI,0.36363636363636365,1,1,1,0
Conservative,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,67.0,Married,0.0,Metro Area,16.0,137.5,1.0,0.0,0.0,,0.0,0.0,0.05,0.0,1.0,1.0,0.0,0.18863334,1.0,0.0,MI,0.0,1,1,1,0
Liberal,0.0,-2,20.0,-1,-1,,No financial risks.,Male,65.0,Married,0.0,Metro Area,14.0,45.0,1.0,0.0,0.0,-2.5,0.0,0.1,0.45,0.0,0.8,1.0,0.0,0.42703333,1.0,0.0,MI,0.4444444444444444,1,1,0,0
Extremely Liberal,0.0,-5,1.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,64.0,Married,0.0,Non-Metro Area,12.0,80.0,1.0,0.0,0.0,2.5,0.0,-0.5,0.65,0.0,0.8,0.6666667,0.0,0.4837,1.0,0.0,MI,0.0125,1,1,0,0
Extremely Liberal,0.0,-4,0.0,-3 - Strongly Disagree,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,80.0,Married,0.0,Non-Metro Area,18.0,137.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,0.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,MI,0.0,1,1,1,0
Extremely Liberal,1.0,-3.945384018077293,0.0,-2,1,0 - The right amount,No financial risks.,Female,32.0,0.0,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,2.5,0.0,0.0,0.05,3.0,0.4,1.0,0.6666667,0.42703333,0.25,0.0,MI,0.0,1,1,0,0
Conservative,0.0,-6,10.0,-3 - Strongly Disagree,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,55.0,Married,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,7.5,-50.0,0.0,0.15,0.0,0.8,0.33333334,0.6666667,0.7437,1.0,0.0,MI,0.08888888888888889,1,1,0,0
Slightly Liberal,1.0,-3,10.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,37.0,Married,1.0,Non-Metro Area,18.0,112.5,0.0,0.0,0.0,2.5,2.5,0.0,0.05,5.0,0.8,0.33333334,0.0,0.42703333,1.0,7.5,MI,0.08888888888888889,1,1,1,0
Slightly Conservative,0.0,-5,125.0,2,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,86.0,0.0,1.0,Metro Area,13.0,27.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,1.0,1.0,0.0,0.42703333,1.0,0.0,MI,4.545454545454546,1,1,0,0
Slightly Conservative,0.0,-3,100.0,-2,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,50.0,Married,0.0,Metro Area,12.0,45.0,0.0,0.0,1.0,-50.0,-50.0,0.0,0.05,6.0,0.0,0.33333334,0.0,0.3937,0.75,-50.0,MI,2.2222222222222223,1,1,0,0
Moderate,0.0,-4,10.0,1,1,0 - The right amount,No financial risks.,Female,25.0,0.0,1.0,Metro Area,16.0,7.5,1.0,0.0,0.0,2.5,2.5,0.0,0.45,,0.6,0.6666667,0.0,0.42703333,1.0,0.0,MI,1.3333333333333333,1,1,1,0
Moderate,0.0,-5,10.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,41.0,0.0,1.0,Metro Area,14.0,67.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,0.0,0.8,1.0,0.0,0.8137,0.0,0.0,MI,0.14814814814814814,1,1,0,0
Liberal,0.0,-4,2.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,67.0,0.0,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,17.5,2.5,0.0,0.15,5.0,1.0,1.0,0.0,0.42703333,0.5,17.5,MI,0.044444444444444446,1,1,0,0
Moderate,0.0,-4,200.0,0 - Neutral,3 - Strongly Agree,2,Average financial risks expecting to earn average returns.,Male,49.0,0.0,1.0,Metro Area,13.0,187.5,1.0,0.0,0.0,50.0,-37.5,0.0,0.05,2.0,1.0,0.6666667,0.0,0.42703333,0.75,0.0,MI,1.0666666666666667,1,1,0,0
Conservative,1.0,-3,20.0,-1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,70.0,0.0,0.0,Non-Metro Area,14.0,12.5,0.0,0.0,1.0,2.5,-7.5,0.0,0.45,7.0,0.4,0.33333334,1.0,0.32196668,1.0,2.5,MI,1.6,1,1,0,0
Conservative,1.0,-4,6.0,1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,65.0,Married,0.0,Metro Area,12.0,92.5,1.0,0.0,0.0,0.0,2.5,0.0,0.45,0.0,1.0,0.6666667,1.0,0.3937,1.0,0.0,MI,0.06486486486486487,1,1,0,0
Moderate,0.0,-6,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,33.0,0.0,1.0,Metro Area,16.0,22.5,1.0,0.0,0.0,50.0,0.0,0.0,0.05,-5.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,MI,0.0,1,1,1,0
Moderate,0.0,-5,0.0,-1,1,0 - The right amount,No financial risks.,Male,75.0,0.0,0.0,Metro Area,16.0,22.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,7.0,0.8,0.0,0.6666667,0.57703334,1.0,7.5,MI,0.0,1,1,1,0
Slightly Liberal,0.0,-5,100.0,1,2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,29.0,0.0,0.0,Metro Area,16.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,6.0,1.0,1.0,0.0,0.42703333,1.0,0.0,MI,1.8181818181818181,1,1,1,0
Moderate,0.0,-3,20.0,1,2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,46.0,0.0,1.0,Metro Area,14.0,27.5,0.0,1.0,0.0,17.5,2.5,-0.2,0.35,0.0,0.4,0.0,0.0,0.41036665,1.0,7.5,MI,0.7272727272727273,1,1,0,0
Slightly Conservative,0.0,-6,4.0,1,3 - Strongly Agree,1,Average financial risks expecting to earn average returns.,Male,53.0,0.0,1.0,Non-Metro Area,12.0,92.5,1.0,0.0,0.0,-2.5,-7.5,0.0,0.55,8.0,1.0,0.6666667,0.0,0.37703332,0.25,-50.0,MN,0.043243243243243246,1,1,0,0
Liberal,1.0,-5,20.0,1,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,28.0,0.0,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,17.5,2.5,-0.3,0.25,-6.0,0.8,0.6666667,0.0,0.42703333,0.5,0.0,MN,0.17777777777777778,1,1,1,0
Slightly Conservative,1.0,-6,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,69.0,0.0,1.0,Metro Area,13.0,22.5,0.0,1.0,0.0,37.5,-50.0,0.0,0.05,,0.8,0.6666667,1.0,0.6088397,1.0,-50.0,MN,0.0,1,1,0,0
Liberal,0.0,-3,0.0,1,1,-3 - Far too little,No financial risks.,Male,30.0,0.0,1.0,Non-Metro Area,14.0,27.5,1.0,0.0,0.0,2.5,0.0,0.1,0.25,0.0,0.8,0.6666667,0.0,0.4837,0.75,0.0,MN,0.0,1,1,0,0
Liberal,0.0,-5,20.0,2,2,1,Substantial financial risks expecting to earn substantial returns.,Male,38.0,0.0,1.0,Metro Area,13.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.15,7.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,MN,0.6153846153846154,1,1,0,0
Moderate,0.0,-2,30.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,65.0,Married,1.0,Non-Metro Area,12.0,55.0,1.0,0.0,0.0,7.5,2.5,0.0,0.85,0.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,MN,0.5454545454545454,1,1,0,0
Liberal,0.0,-1 - Very unwilling,0.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,65.0,Married,0.0,Metro Area,12.0,92.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,7.0,1.0,0.6666667,0.0,0.42703333,1.0,2.5,MN,0.0,1,1,0,0
Moderate,0.0,-4,6.0,1,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,20.0,0.0,1.0,Non-Metro Area,14.0,22.5,1.0,0.0,0.0,37.5,0.0,0.2,0.55,5.0,1.0,1.0,0.0,0.062033333,0.0,0.0,MN,0.26666666666666666,1,1,0,0
Slightly Liberal,1.0,-4,0.0,0 - Neutral,1,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,73.0,Married,0.0,Non-Metro Area,16.0,32.5,1.0,0.0,0.0,2.5,-50.0,0.0,0.15,0.0,1.0,0.33333334,0.0,0.072966665,0.5,0.0,MN,0.0,1,1,1,0
Conservative,1.0,-4,1.0,1,1,1,Average financial risks expecting to earn average returns.,Female,69.0,Married,1.0,Non-Metro Area,14.0,67.5,1.0,0.0,0.0,-17.5,-2.5,-0.1,0.25,-8.0,1.0,0.6666667,0.6666667,0.4137,1.0,0.0,MN,0.014814814814814815,1,1,0,0
Conservative,1.0,-5,0.0,0 - Neutral,-1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,31.0,Married,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,5.0,1.0,0.6666667,0.0,0.072966665,1.0,0.0,MN,0.0,1,1,1,0
Extremely Liberal,0.0,-6,10.0,2,1,0 - The right amount,No financial risks.,Female,35.0,0.0,0.0,Metro Area,12.0,22.5,0.0,0.0,0.0,7.5,0.0,0.0,0.05,5.0,0.8,1.0,0.33333334,0.42703333,0.75,2.5,MN,0.4444444444444444,1,1,0,0
Conservative,1.0,-5,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,38.0,Married,1.0,Non-Metro Area,14.0,92.5,1.0,0.0,0.0,2.5,0.0,0.1,0.35,-2.0,0.8,0.33333334,0.6666667,0.42703333,0.25,0.0,MN,0.0,1,1,0,0
Conservative,0.0,-4,100.0,3 - Strongly Agree,3 - Strongly Agree,-1,Above-average financial risks expecting to earn above-average returns.,Male,29.0,Married,1.0,Non-Metro Area,13.0,67.5,1.0,0.0,0.0,7.5,-7.5,-0.3,0.65,8.0,1.0,1.0,0.0,0.42703333,0.75,0.0,MN,1.4814814814814814,1,1,0,0
Liberal,0.0,-3,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,No financial risks.,Male,55.0,0.0,0.0,Non-Metro Area,13.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.35,-3.0,0.8,0.33333334,0.6666667,0.3737,1.0,0.0,MN,0.0,1,1,0,0
Slightly Liberal,0.0,-5,60.0,3 - Strongly Agree,0 - Neutral,3 - Far too much,No financial risks.,Female,49.0,Married,1.0,Metro Area,12.0,112.5,0.0,0.0,0.0,2.5,17.5,0.0,0.35,7.0,0.2,0.6666667,0.6666667,0.42703333,0.5,7.5,MN,0.5333333333333333,1,1,0,0
Liberal,0.0,-5,0.0,-1,1,0 - The right amount,No financial risks.,Female,21.0,0.0,1.0,Non-Metro Area,13.0,7.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.35,4.0,0.4,0.33333334,0.0,0.57703334,0.75,0.0,MN,0.0,1,1,0,0
Moderate,1.0,-3,2.0,1,2,0 - The right amount,No financial risks.,Female,32.0,Married,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,7.5,0.0,0.0,0.55,7.0,0.8,0.6666667,1.0,0.3437,1.0,0.0,MN,0.03636363636363636,1,1,0,0
Liberal,1.0,-2,50.0,0 - Neutral,2,-2,No financial risks.,Male,76.0,Married,0.0,Metro Area,12.0,45.0,1.0,0.0,0.0,2.5,2.5,0.0,0.35,7.0,0.8,0.6666667,0.33333334,0.42703333,1.0,7.5,MN,1.1111111111111112,1,1,0,0
Liberal,1.0,-2,0.0,-2,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,62.0,Married,0.0,Metro Area,18.0,92.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,1.0,1.0,0.6666667,0.22703333,0.25,0.0,MN,0.0,1,1,1,0
Moderate,0.0,-2,1.0,0 - Neutral,-3 - Strongly Disagree,-3 - Far too little,Above-average financial risks expecting to earn above-average returns.,Male,60.0,0.0,0.0,Non-Metro Area,13.0,32.5,1.0,0.0,0.0,2.5,-2.5,0.1,0.15,7.0,1.0,0.6666667,0.0,0.42703333,0.75,-2.5,MN,0.03076923076923077,1,1,0,0
Liberal,0.0,-6,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,63.0,Married,1.0,Metro Area,20.0,162.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,6.0,1.0,0.6666667,0.0,0.42703333,0.5,0.0,MN,0.0,1,1,1,1
Liberal,0.0,-2,8.0,1,3 - Strongly Agree,1,Average financial risks expecting to earn average returns.,Female,62.0,0.0,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,2.5,2.5,-0.1,0.25,0.0,1.0,1.0,0.0,0.061966665,0.0,0.0,MN,0.17777777777777778,1,1,0,0
Liberal,0.0,-5,0.0,-2,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,27.0,0.0,1.0,Non-Metro Area,14.0,32.5,1.0,0.0,0.0,7.5,0.0,0.0,0.55,6.0,0.8,1.0,0.0,0.42703333,0.0,0.0,MN,0.0,1,1,0,0
Moderate,0.0,-6,15.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,36.0,Married,1.0,Metro Area,12.0,92.5,1.0,0.0,0.0,17.5,0.0,0.1,0.35,4.0,1.0,0.6666667,0.0,0.42703333,1.0,2.5,MN,0.16216216216216217,1,1,0,0
Moderate,1.0,-4,2.0,-2,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,69.0,Married,0.0,Non-Metro Area,14.0,67.5,1.0,0.0,0.0,-17.5,-50.0,1.5,0.95,10.0,1.0,0.6666667,0.6666667,0.42703333,0.75,17.5,MN,0.02962962962962963,1,1,0,0
Conservative,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,68.0,Married,1.0,Non-Metro Area,12.0,67.5,1.0,0.0,0.0,2.5,0.0,0.2,0.25,-8.0,1.0,0.6666667,0.0,0.42703333,0.75,0.0,MN,0.0,1,1,0,0
Moderate,0.0,-3,0.0,0 - Neutral,3 - Strongly Agree,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,53.0,0.0,1.0,Metro Area,13.0,67.5,1.0,0.0,0.0,-7.5,-50.0,0.0,0.05,10.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,MN,0.0,1,1,0,0
Extremely Liberal,0.0,-5,20.0,0 - Neutral,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,30.0,0.0,1.0,Metro Area,12.0,37.5,1.0,0.0,0.0,17.5,-37.5,0.0,0.35,0.0,0.8,0.33333334,1.0,0.26036668,1.0,37.5,MN,0.5333333333333333,1,1,0,0
Conservative,0.0,-3,8.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,55.0,0.0,1.0,Metro Area,13.0,67.5,1.0,0.0,0.0,7.5,0.0,0.0,0.45,8.0,1.0,1.0,0.6666667,0.46703333,1.0,-7.5,MN,0.11851851851851852,1,1,0,0
Extremely Liberal,0.0,-3,20.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,37.0,0.0,1.0,Metro Area,13.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.0,0.8,0.6666667,0.0,0.0387,1.0,0.0,MN,0.6153846153846154,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,0 - Neutral,-1,Average financial risks expecting to earn average returns.,Female,28.0,0.0,1.0,Metro Area,18.0,37.5,1.0,0.0,0.0,17.5,0.0,0.0,0.05,-2.0,0.8,0.6666667,0.0,0.42703333,0.25,0.0,MN,0.0,1,1,1,0
Moderate,1.0,-3.945384018077293,1.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,73.0,Married,0.0,Metro Area,14.0,112.5,1.0,0.0,0.0,-2.5,-50.0,0.0,0.35,0.0,0.8,0.6666667,0.0,0.47703335,1.0,0.0,MN,0.008888888888888889,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,2,0 - The right amount,No financial risks.,Female,29.0,0.0,0.0,Metro Area,13.0,45.0,1.0,0.0,0.0,-2.5,0.0,-0.1,0.25,7.0,0.8,0.33333334,0.0,0.42703333,1.0,2.5,MN,0.0,1,1,0,0
Liberal,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,40.0,Married,1.0,Metro Area,18.0,137.5,1.0,0.0,0.0,-17.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.057033334,1.0,,MN,0.0,1,1,1,0
Slightly Conservative,0.0,-5,1.0,0 - Neutral,3 - Strongly Agree,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,57.0,Married,1.0,Metro Area,18.0,250.0,1.0,0.0,0.0,0.0,0.0,-0.1,0.25,1.0,1.0,1.0,0.0,0.072966665,0.25,0.0,MN,0.004,1,1,1,0
Slightly Conservative,0.0,-4,20.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,49.0,0.0,1.0,Non-Metro Area,12.0,67.5,0.0,0.0,0.0,-7.5,-2.5,0.0,0.45,0.0,1.0,0.6666667,0.0,0.42703333,0.5,0.0,MN,0.2962962962962963,1,1,0,0
Liberal,0.0,-5,5.0,1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,71.0,0.0,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,7.5,0.0,0.0,0.55,5.0,1.0,1.0,0.0,0.07196666,0.0,-50.0,MN,0.044444444444444446,1,1,1,0
Moderate,0.0,-6,20.0,2,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,28.0,0.0,1.0,Metro Area,12.0,92.5,0.0,0.0,1.0,7.5,-7.5,0.0,0.15,2.0,1.0,1.0,0.0,0.87703335,1.0,-50.0,MN,0.21621621621621623,1,1,0,0
Slightly Conservative,1.0,-4,0.0,-2,-2,0 - The right amount,No financial risks.,Female,38.0,Married,1.0,Non-Metro Area,14.0,112.5,1.0,0.0,0.0,-2.5,0.0,-0.1,0.25,3.0,0.8,1.0,0.0,0.42703333,0.0,0.0,MN,0.0,1,1,0,0
Conservative,0.0,-2,0.0,2,1,-2,No financial risks.,Male,55.0,0.0,0.0,Non-Metro Area,13.0,37.5,0.0,0.0,1.0,2.5,-50.0,0.0,0.25,7.0,1.0,0.0,0.6666667,0.22196667,1.0,0.0,MN,0.0,1,1,0,0
Liberal,0.0,-2,0.0,1,2,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,68.0,Married,0.0,Metro Area,20.0,22.5,1.0,0.0,0.0,0.0,0.0,-0.1,0.05,0.0,1.0,1.0,1.0,0.3437,0.5,0.0,MN,0.0,1,1,1,1
Moderate,0.0,-4,5.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,63.0,Married,0.0,Metro Area,14.0,187.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.25,6.0,1.0,0.6666667,0.0,0.42703333,0.5,0.0,MN,0.02666666666666667,1,1,0,0
